string,area-0x130E-0xD364_1,Masami: {,},"ぼ、僕が犯人ですって?!\n
何だって、妻の指輪を盗まなくちゃ
ならないんですかっ！","Y-you're calling _me_ the culprit!?\n
Why the heck would I need to steal my wife's ring!?",,,
string,area-0x130E-0xD364_3,Masami: {,},"バ、バカな事を言わないで下
さい!!",D-don't say ridiculous things!,,,
string,area-0x130E-0xD3D8_1,Masami: {,},"僕が犯人の筈がないじゃない
ですかっ！\n
第一、証拠もないでしょう?!","There's no way I could be the culprit! To start with, there's no proof, is there!?",,,
string,area-0x130E-0xD420_1,Hanada: {,},"ふむ、シーツの予備も十分に
あるようじゃな‥。",Hmm...Looks like there's enough spare sheets...,,,
string,area-0x130E-0xD420_3,May: {,},"すみません。ちょっとよろし
いですか？",Excuse me. Do you have a minute?,,,
string,area-0x130E-0xD479_1,Hanada: {,},"なんじゃい。\n
‥‥‥‥‥‥‥‥ふむ‥‥ふむ‥‥","What's the deal?\n
...Hmm...hmm...",,,
string,area-0x130E-0xD479_5,Hanada: {,},"な、なんと!!\n
お客さんの指輪が盗まれたとな?!","Wh-what!?\n
The lady's ring got stolen!?",DUPE: F1773,,
string,area-0x130E-0xD479_7,May: {,},"それについて、お聞きしたい
事があるんです。",I'd like to ask you some questions about it.,DUPE: F1745,,
string,area-0x130E-0xD4F8_1,Hanada: {,},"ふむ、シーツの予備も十分に
あるようじゃな‥。",Hmm...Looks like there's enough spare sheets...,DUPE: F1888,,
string,area-0x130E-0xD4F8_3,May: {,},ちょっと聞いていいですか？,Could I ask you about something?,DUPE: F1746,,
string,area-0x130E-0xD54D_1,May: {,},何か分かりました？,Have you figured anything out?,,,
string,area-0x130E-0xD568_1,,,"立花の事　　　　事件の事\n
アリバイ　　　　汚れの事\n
立ち去る","About Tachibana
[sp]<$70>
About the incident
\n

Alibi
[sp]<$70>
About the stain
\n

Leave",,,
string,area-0x130E-0xD590_1,,,"立花の事　　　　事件の事\n
アリバイ　　　　汚れの事\n
物音の事　　　　立ち去る","About Tachibana
[sp]<$70>
About the incident
\n

Alibi
[sp]<$70>
About the stain
\n

About the sound
[sp]<$70>
Leave",,,
string,area-0x130E-0xD5C1_1,Tachibana: {,},"そう、せかすなよ。\n
捜査は始まったばかりだぞ。","Hey, don't rush.\n
The investigation's only just begun.",,,
string,area-0x130E-0xD5F7_1,Tachibana: {,},"君が、このオイル汚れを見つ
けたんだって？",I heard you found this oil stain?,,,
string,area-0x130E-0xD62A_1,Tachibana: {,},"かすかな跡だが、よく見つけ
たもんだな。","It's a faint mark, but you did good turning it up.",,,
string,area-0x130E-0xD62A_3,May: (,),"ほんとは、ナビが見つけたん
だけどね。\n","Well, it was actually Navi that found it.",,,
string,area-0x130E-0xD62A_5,May: {,},指の跡に見えるよね？,"It looks like a fingerprint, right?",,,
string,area-0x130E-0xD62A_7,Tachibana: {,},"ああ、指輪を取ろうとした際
に付いたものに間違いないだろ‥‥
う？‥ぅぐっ！","Yeah, it's a mark they left when they tried to take the ring, no two ways about[nbsp]--\n
Ur?...Ggh!",,,
string,area-0x130E-0xD6CF_1,May: {,},"わああっ!!\n
こ、こんな所で吐かないでよっ!!","WAAAH!\n
Don't throw up HERE!",,,
string,area-0x130E-0xD6CF_3,Tachibana: {,},"うぅ‥‥す、すまん。\n
ト、トイレを貸してもらうぞ。","Urrp...S-sorry.\n
G-gonna borrow your toilet.",,,
string,area-0x130E-0xD728_1,Tachibana: {,},"物音か‥。\n
気にはなるが、まだ何とも分からん
な。","A sound...\n
That bothers me, but I don't know anything about it yet.",,,
string,area-0x130E-0xD76F_1,Motoko: {,},あ～ぁ、イッタそ～ぉ‥‥。,"Aah, that looked like it hurt...",,,
string,area-0x130E-0xD76F_3,Motoko: {,},"でも、ここから天井裏には行
けないんなら、あとは２号室からし
か入れないんじゃない？","But if you can't get in the ceiling  from here, that only leaves Cabin 2 to enter from, doesn't it?",,,
string,area-0x130E-0xD76F_5,Navi: {,},"ということは犯人は‥？\n
\c<$0B>犯人コマンド\c<$0F>で選んでおいて下さい
ね。","Which means the culprit is...?\n
Choose with the \c<$0B>Culprit command\c<$0F>.",,,
string,area-0x130E-0xD808_1,Kihara: {,},"ほら～、指輪なんて、どこに
もないでしょ？","See? There's no ring anywhere around here, is there?",,,
string,area-0x130E-0xD865_1,May: {,},ダメだよ。見つかんないっ！,It's no good. I'm not finding it!,,,
string,area-0x130E-0xD88E_1,Captain: {,},"お、お嬢さん達‥‥何をして
るんだ？",L-ladies...what are you doing?,,,
string,area-0x130E-0xD88E_3,May: {,},ゴミ箱をあさってるんです！,Rummaging through the trash can!,,,
string,area-0x130E-0xD8D7_1,Motoko: {,},"はぁ、こんな所に隠してるわ
けなかったわね‥。",(sigh)...There was no way he'd hide it somewhere like this...,,,
string,area-0x130E-0xD904_1,May: {,},"ちょっと失礼！\n
‥‥‥‥‥‥‥‥‥‥‥‥‥‥‥‥
葉巻入れにも隠してないかぁ。","Sorry about this!\n
................................................\n
So it's not hidden in a cigar box either?","CHECK, i can't find the trigger for this line. there are some box-looking things at the restaurant store, but it's impossible to get past tanaka to interact with them at the point in the game where you're allowed to search.",,
string,area-0x130E-0xD951_1,Navi: {,},"たしか、航海士さんがトイレ
に行っていたと言ってましたよね。","The navigator did say he went to the bathroom, didn't he?",,,
string,area-0x130E-0xD986_1,May: {,},　\s<$01>[3x]ないよぉ！[1x]\s<$02>,\s<$01>[3x]It's not here![1x]\s<$02>,,,
string,area-0x130E-0xD9A6_1,Motoko: {,},"いくらなんでも、こんな所に
隠す？",Would he actually hide it somewhere like this?,"NOTE: searching anchor chain at bow with ""navigator"" as culprit",,
string,area-0x130E-0xD9CE_1,May: {,},　\s<$01>[3x]あっ！[1x]\s<$02>,\s<$01>[3x]AH![1x]\s<$02>,,,
string,area-0x130E-0xD9EC_1,May: {,},"へ、変な本を見つけちゃった
‥‥。",I-I found a weird book...,,,
string,area-0x130E-0xD9EC_3,Motoko: {,},うっわぁ‥\s<$01>[3x]過激[1x]\s<$02>ねぇ。,"Waah...[br3]
This is \s<$01>[2x]hardcore.[1x]\s<$02>",,,
string,area-0x130E-0xD9EC_5,Navi: {,},"海の男ってサミシイんでしょ
うかねぇ。",How lonely is the life of a seaman.,,,
string,area-0x130E-0xDA60_1,Navi: {,},"花田さんなら、やっぱり掃除
用具の倉庫に隠しそうですよね。","If it's Hanada, then you might expect it to be in the cleaning supply room, right?",,,
string,area-0x130E-0xDA99_1,May: {,},"‥ないなぁ。\n
隠してそうな場所だったんだけど‥","...Not here.\n
It seemed like a hiding spot, but...",,,
string,area-0x130E-0xDAC6_1,May: {,},このゴミ箱なんて、どう？,How about this trash can?,,,
string,area-0x130E-0xDAE6_1,Motoko: {,},ダメ。見つからないわ。,Nope. I don't see it.,,,
string,area-0x130E-0xDB07_1,May: {,},"このゴミ箱に隠してるんじゃ
ない？",Maybe she hid it in this garbage can?,,,
string,area-0x130E-0xDB2C_1,Kihara: {,},ほら、見つからないでしょ？,"See? You didn't find it, did you?",,,
string,area-0x130E-0xDB50_1,Navi: {,},"トイレの水タンク内なんて、
隠し場所の定番ではないですか？","The toilet tank is a classic hiding spot, isn't it?",,,
string,area-0x130E-0xDB88_1,Motoko: {,},ふぅ‥見つからないわね。,(sigh)...Don't see it.,,,
string,area-0x130E-0xDBAA_1,Motoko: {,},"案外、簡単な所に隠してある
のかもね。",It could always be hidden in a surprisingly simple place.,,,
string,area-0x130E-0xDBD7_1,Kihara: {,},"‥どんな素人でも、棚の引出
しに隠すと思う？",...What kind of amateur do you think would hide it in a shelf drawer?,,,
string,area-0x130E-0xDC09_1,May: {,},"これ‥ヘビのエサを運ぶため
のバケツ？",This is...a bucket for carrying snake food?,NOTE: used if you examine the table in kihara's room,,
string,area-0x130E-0xDC09_3,Motoko: {,},"やだぁ‥！\n
血が付いてるじゃない‥‥‥。","Ick...!\n
It's got blood on it...",,,
string,area-0x130E-0xDC09_5,Navi: {,},"血まみれの糸と、つまようじ
が入ってるだけですね。",There's only a bloody thread and a toothpick in it.,,,
string,area-0x130E-0xDC8B_1,May: {,},"う～、何度見ても気持ちのい
いもんじゃないなぁ。","Ooh...No matter how many times I look at this, I don't feel any better about it.",NOTE: examining snake case,,
string,area-0x130E-0xDC8B_3,Navi: {,},"あれ？つまようじをくわえて
いるヘビがいますよ？",Huh? There's a snake with a toothpick in its mouth?,,,
string,area-0x130E-0xDCEE_1,May: {,},　\s<$01>[3x]まさか?![1x]\s<$02>,\s<$01>[3x]Could it be!?[1x]\s<$02>,,,
string,area-0x130E-0xDD12_1,May: {,},"う～、何度見ても気持ちのい
いもんじゃないなぁ。","Ooh...No matter how many times I look at this, I don't feel any better about it.",DUPE: F1936,,
string,area-0x130E-0xDD49_1,May: {,},しょ、証拠って言っても‥。,"W-we need proof, but...","NOTE: you seem to get this message if you keep on talking to the person you've selected with the ""culprit"" command at the end of the case, when all that's left is to find the ring, as a way to direct you back to the search",,
string,area-0x130E-0xDD49_3,Navi: {,},"指輪を探し出すのが、一番で
しょうね。",Finding the ring is the most important thing.,,,
string,area-0x130E-0xDD49_5,Navi: {,},"\c<$0B>犯人コマンド\c<$0F>で選んでいる人
物が、指輪を隠しそうな場所を探し
てみましょう。",Let's try searching places that it seems like the person selected with the \c<$0B>Culprit command\c<$0F> would hide the ring.,,,
string,area-0x130E-0xDD49_7,Navi: {,},"探したい場所で\c<$0B>[I]ボタン\c<$0F>を押
してくださいね。",Press the \c<$0B>I Button\c<$0F> in places you want to look.,,,
string,area-0x130E-0xDE11_0,,,"\n
　\c<$09>１号室の鍵を受け取りました\c<$0F>","[br3]
#SETPADANDCENTER(0, 224)
\c<$09>Received the key to Cabin 1.\c<$0F>
#DISABLEPADANDCENTER()","NOTE: there is a 99% chance they threw this key in at the last minute and had no chance to record extra dialogue for it; aside from being at the very end of the text block like this, it's poorly integrated into the case (you get it by selecting the ""about the key"" option with hanada or the captain, with no further dialogue or explanation)",,
string,area-0x130E-0xDE2C_1,May: {,},"う～、何度見ても気持ちのい
いもんじゃないなぁ。","Ooh...No matter how many times I look at this, I don't feel any better about it.",DUPE: F1936,,
string,area-0x130E-0xDE64_1,Atsuko: {,},"食堂に行ったのは、１０時頃
でしたでしょうか‥。",I think it was around 10:00 when we went to the dining room...,DUPE: F1717,,
string,area-0x130E-0xDE64_3,Atsuko: {,},"それから、食事をすませてか
ら、しばらく甲板にいて‥。","Then, after we'd finished our meal, we were on the deck for a while...",DUPE: F1723,,
string,area-0x130E-0xDE64_5,Atsuko: {,},"１２時頃に戻ってきた時には
なくなっていたんです。","At around 12:00, when we came back, it was gone.",DUPE: F1724,,
string,area-0x130E-0xDE64_7,May: {,},"ほとんど同じ時刻に、ボク達
も食事をしてたんだよね。","We were eating at almost exactly the same time, weren't we?",DUPE: F1725,,
string,area-0x130E-0xDE64_9,May: {,},"という事は、その時刻にボク
達と会った人達には、アリバイがあ
るから犯人ではない‥。","That means the people we met at that time have an alibi, so they aren't the culprit...",DUPE: F1726,,
,,,,"//==================================
// Area block 0x132E
//==================================",,,,
string,area-0x132E-0x4EEF_1,May: {,},"あなたが言ったとおり、証拠
は見つけたよ。木原さん。","As you asked, we've found proof.\n
Ms. Kihara.",,,
string,area-0x132E-0x4F21_1,Kihara: {,},わ、わたし‥‥‥。,I-I...,,,
string,area-0x132E-0x4F3F_1,Captain: {,},"‥お客さま。\n
なぜ、この様な事をなされたのか？
お答え頂きたい。","...Ma'am.\n
Why would you do something like this? Please explain to us.",,,
string,area-0x132E-0x4F78_1,Kihara: {,},"私‥５年も研究を続けてるの
に‥成果があがらなくて‥‥。",I...Even though I've been doing research for five years...I'm not getting results...,,,
string,area-0x132E-0x4F78_3,Kihara: {,},"だから‥研究資金も削除され
る一方で‥‥‥。",Because of that...my research funding keeps on getting reduced...,,,
string,area-0x132E-0x4F78_5,Tachibana: {,},"研究資金、ね。\n
それが動機か？","Research funding, then.\n
That was your motive?",,,
string,area-0x132E-0x5005_1,Kihara: {,},"この旅で成果をあげないと、
予算がカットされる事になってたか
ら‥‥‥。","If this trip isn't a success, my budget's going to get cut, so...",,,
string,area-0x132E-0x5005_3,Kihara: {,},"指輪を見たときに思い付いた
んです。それがあれば、研究を続け
られるって‥‥。","When I saw the ring, I got an idea. If I had that, I could continue my research...",,,
string,area-0x132E-0x5081_1,May: {,},"それで、朝霧さんが食事に出
ている間に天井裏を通って３号室に
侵入し、指輪を盗んだ。","So, while Mrs. Asagiri was out to eat, you went through the ceiling, broke into Cabin 3, and stole the ring.",,,
string,area-0x132E-0x5081_3,Kihara: {,},‥‥‥‥‥‥‥‥‥‥はい。,"...........................\n
...Yes.",,,
string,area-0x132E-0x50EE_1,May: {,},"で、盗んだ指輪をエサに埋め
込んでヘビに飲ませた。","Then, you stuck the ring in some food and fed it to a snake.",,,
string,area-0x132E-0x50EE_3,May: {,},"船を降りてから、指輪を取り
出して売ろうと思ってたんだね。","After getting off the ship, you planned to take the ring out and sell it?",,,
string,area-0x132E-0x50EE_5,Kihara: {,},‥‥‥‥‥‥そう、です‥。,...That's...right.,,,
string,area-0x132E-0x5174_1,Atsuko: {,},"メイさん！\n
もう‥もう、いいんです。","May!\n
That's...that's enough.",,,
